,UniversalTime,FrameNr,EntireGameTime,Duration,TurnTime,WhosTurn,DiceValue,Human,Furhat,ifSnake,ifLadder
0,10:18:12:641,0,0,4002,0,1,0,0,0,0,0
1,10:18:17:523,100,4002,1183,4002,1,3,0,0,0,0
2,10:18:18:706,130,5185,4034,5185,1,3,3,0,0,0
3,10:18:22:740,230,9219,1199,4034,0,3,3,0,0,0
4,10:18:23:939,260,10418,3735,5233,0,3,3,3,0,0
5,10:18:27:674,354,14153,765,3735,1,2,3,3,0,0
6,10:18:28:439,373,14918,1868,4500,1,2,5,3,0,0
7,10:18:30:307,420,16786,766,1868,0,2,5,3,0,0
8,10:18:31:073,439,17552,2683,2634,0,2,5,5,0,0
9,10:18:33:756,506,20235,1567,2683,1,4,5,5,0,0
10,10:18:35:323,545,21802,1833,4250,1,4,9,5,0,0
11,10:18:37:156,591,23635,1867,1833,0,5,9,5,0,0
12,10:18:39:023,638,25502,2033,3700,0,5,9,10,0,0
13,10:18:41:056,688,27535,317,2033,1,1,9,10,0,0
14,10:18:41:373,696,27852,2017,2350,1,1,10,10,0,0
15,10:18:43:390,747,29869,1533,2017,0,4,10,10,0,0
16,10:18:44:923,785,31402,3067,3550,0,4,10,14,0,0
17,10:18:47:990,862,34469,1533,3067,1,4,10,14,0,0
18,10:18:49:523,900,36002,2916,4600,1,4,14,14,0,0
19,10:18:52:439,973,38918,1567,2916,0,4,14,14,0,0
20,10:18:54:006,1012,40485,6034,4483,0,4,14,18,0,0
21,10:19:00:040,1163,46519,1934,6034,1,5,14,18,0,0
22,10:19:01:974,1211,48453,910,7968,1,5,19,18,-18,0
23,10:19:02:884,1234,49363,4833,8878,1,5,1,18,0,0
24,10:19:07:717,1355,54196,2251,4833,0,6,1,18,0,0
25,10:19:09:968,1411,56447,1849,7084,0,6,1,24,0,0
26,10:19:11:817,1457,58296,767,1849,1,2,1,24,0,0
27,10:19:12:584,1477,59063,2132,2616,1,2,3,24,0,0
28,10:19:14:716,1530,61195,1567,2132,0,4,3,24,0,0
29,10:19:16:283,1569,62762,6768,3699,0,4,3,28,0,0
30,10:19:23:051,1738,69530,383,6768,1,1,3,28,0,0
31,10:19:23:434,1748,69913,22632,7151,1,1,4,28,0,0
32,10:19:46:066,2314,92545,2267,22632,0,6,4,28,0,0
33,10:19:48:333,2370,94812,2350,24899,0,6,4,34,0,0
34,10:19:50:683,2429,97162,384,2350,1,1,4,34,0,0
35,10:19:51:067,2439,97546,6033,2734,1,1,5,34,0,0
36,10:19:57:100,2589,103579,384,6033,0,1,5,34,0,0
37,10:19:57:484,2599,103963,3933,6417,0,1,5,35,0,0
38,10:20:01:417,2697,107896,2234,3933,1,6,5,35,0,0
39,10:20:03:651,2753,110130,1044,6167,1,6,11,35,0,20
40,10:20:04:695,2779,111174,4150,7211,1,6,31,35,0,0
41,10:20:08:845,2883,115324,1550,4150,0,4,31,35,0,0
42,10:20:10:395,2922,116874,3150,5700,0,4,31,39,0,0
43,10:20:13:545,3001,120024,785,3150,1,2,31,39,0,0
44,10:20:14:330,3020,120809,909,3935,1,2,33,39,-6,0
45,10:20:15:239,3043,121718,3534,4844,1,2,27,39,0,0
46,10:20:18:773,3131,125252,1466,3534,0,4,27,39,0,0
47,10:20:20:239,3168,126718,1160,5000,0,4,27,43,-21,0
48,10:20:21:399,3197,127878,4183,6160,0,4,27,22,0,0
49,10:20:25:582,3302,132061,1517,4183,1,4,27,22,0,0
50,10:20:27:099,3339,133578,4151,5700,1,4,31,22,0,0
51,10:20:31:250,3443,137729,1165,4151,0,3,31,22,0,0
52,10:20:32:415,3472,138894,1129,5316,0,3,31,25,-21,0
53,10:20:33:544,3501,140023,4100,6445,0,3,31,4,0,0
54,10:20:37:644,3603,144123,782,4100,1,2,31,4,0,0
55,10:20:38:426,3623,144905,910,4882,1,2,33,4,-6,0
56,10:20:39:336,3645,145815,5517,5792,1,2,27,4,0,0
57,10:20:44:853,3783,151332,1550,5517,0,4,27,4,0,0
58,10:20:46:403,3822,152882,2883,7067,0,4,27,8,0,0
59,10:20:49:286,3894,155765,2283,2883,1,6,27,8,0,0
60,10:20:51:569,3951,158048,910,5166,1,6,33,8,-6,0
61,10:20:52:479,3974,158958,5067,6076,1,6,27,8,0,0
62,10:20:57:546,4101,164025,1867,5067,0,5,27,8,0,0
63,10:20:59:413,4147,165892,2783,6934,0,5,27,13,0,0
64,10:21:02:196,4217,168675,783,2783,1,2,27,13,0,0
65,10:21:02:979,4236,169458,1950,3566,1,2,29,13,0,0
66,10:21:04:929,4285,171408,750,1950,0,2,29,13,0,0
67,10:21:05:679,4304,172158,1851,2700,0,2,29,15,0,0
68,10:21:07:530,4350,174009,1116,1851,1,3,29,15,0,0
69,10:21:08:646,4378,175125,2099,2967,1,3,32,15,0,0
70,10:21:10:745,4431,177224,2285,2099,0,6,32,15,0,0
71,10:21:13:030,4488,179509,910,4384,0,6,32,21,0,18
72,10:21:13:940,4510,180419,3016,5294,0,6,32,39,0,0
73,10:21:16:956,4586,183435,1518,3016,1,4,32,39,0,0
74,10:21:18:474,4624,184953,2965,4534,1,4,36,39,0,0
75,10:21:21:439,4698,187918,317,2965,0,1,36,39,0,0
76,10:21:21:756,4706,188235,3167,3282,0,1,36,40,0,0
